CustomerID,Frequency,Monetary,Avg_Quantity,Avg_Spend,Cluster
12412.0,3,1226.8799999999999,276.0,409.0,"Occasional, Low-Spend"
12413.0,3,758.1,95.0,253.0,"Occasional, Low-Spend"
12414.0,3,562.41,100.0,187.0,"Occasional, Low-Spend"
12415.0,21,124914.53,3684.0,5948.0,"Regular, High-Spend"
12417.0,9,3649.1,172.0,405.0,"Occasional, Low-Spend"
12418.0,1,668.58,407.0,669.0,"Occasional, Moderate-Spend"
12420.0,1,600.39,345.0,600.0,"Occasional, Low-Spend"
12421.0,4,807.04,121.0,202.0,"Occasional, Low-Spend"
12422.0,3,803.56,123.0,268.0,"Occasional, Low-Spend"
12423.0,8,1859.31,167.0,232.0,"Occasional, Low-Spend"
12424.0,2,1760.96,370.0,880.0,"Occasional, Moderate-Spend"
12425.0,1,777.2,496.0,777.0,"Occasional, Moderate-Spend"
12426.0,1,582.73,258.0,583.0,"Occasional, Low-Spend"
12427.0,3,825.8000000000001,178.0,275.0,"Occasional, Low-Spend"
12428.0,9,7956.46,393.0,884.0,"Occasional, Moderate-Spend"
12429.0,4,3750.4,389.0,938.0,"Occasional, Moderate-Spend"
12430.0,1,256.4,117.0,256.0,"Occasional, Low-Spend"
12431.0,15,6487.45,194.0,432.0,"Regular, Low-Spend"
12432.0,5,5059.32,360.0,1012.0,"Occasional, Moderate-Spend"
12433.0,7,13375.87,1582.0,1911.0,"Occasional, Moderate-Spend"
12434.0,2,806.14,197.0,403.0,"Occasional, Low-Spend"
12435.0,2,7829.889999999999,1028.0,3915.0,"Infrequent, High-Spend"
12436.0,1,509.01,211.0,509.0,"Occasional, Low-Spend"
12437.0,18,4951.41,162.0,275.0,"Regular, Low-Spend"
12438.0,2,2906.85,590.0,1453.0,"Occasional, Moderate-Spend"
12441.0,1,173.55,121.0,174.0,"Occasional, Low-Spend"
12442.0,1,172.06,182.0,172.0,"Occasional, Low-Spend"
12444.0,5,5005.46,231.0,1001.0,"Occasional, Moderate-Spend"
12445.0,1,133.4,62.0,133.0,"Occasional, Low-Spend"
12446.0,1,1002.31,351.0,1002.0,"Occasional, Moderate-Spend"
12447.0,1,476.49,190.0,476.0,"Occasional, Low-Spend"
12448.0,1,449.45,243.0,449.0,"Occasional, Low-Spend"
12449.0,4,4067.29,388.0,1017.0,"Occasional, Moderate-Spend"
12450.0,2,197.88,64.0,99.0,"Occasional, Low-Spend"
12451.0,5,9035.52,1315.0,1807.0,"Occasional, Moderate-Spend"
12452.0,2,430.57,92.0,215.0,"Occasional, Low-Spend"
12453.0,1,707.09,473.0,707.0,"Occasional, Moderate-Spend"
12454.0,1,3528.34,1006.0,3528.0,"Infrequent, High-Spend"
12455.0,6,2466.86,348.0,411.0,"Occasional, Low-Spend"
12456.0,3,3181.04,544.0,1060.0,"Occasional, Moderate-Spend"
12457.0,7,2363.23,120.0,338.0,"Occasional, Low-Spend"
12458.0,2,947.4,253.0,474.0,"Occasional, Low-Spend"
12461.0,2,826.88,144.0,413.0,"Occasional, Low-Spend"
12462.0,2,1189.59,268.0,595.0,"Occasional, Low-Spend"
12463.0,4,1344.78,194.0,336.0,"Occasional, Low-Spend"
12464.0,8,1212.05,14.0,152.0,"Occasional, Low-Spend"
12465.0,2,742.1899999999999,240.0,371.0,"Occasional, Low-Spend"
12468.0,2,729.54,183.0,365.0,"Occasional, Low-Spend"
12471.0,30,19824.05,274.0,661.0,"Regular, Low-Spend"
12472.0,7,6572.11,593.0,939.0,"Occasional, Moderate-Spend"
12473.0,5,3938.55,488.0,788.0,"Occasional, Moderate-Spend"
12474.0,18,7375.79,269.0,410.0,"Regular, Low-Spend"
12475.0,1,723.38,535.0,723.0,"Occasional, Moderate-Spend"
12476.0,11,6816.42,219.0,620.0,"Regular, Low-Spend"
12477.0,6,13219.74,609.0,2203.0,"Occasional, Moderate-Spend"
12478.0,1,680.99,236.0,681.0,"Occasional, Low-Spend"
12479.0,1,527.2,385.0,527.0,"Occasional, Low-Spend"
12480.0,4,3281.63,427.0,820.0,"Occasional, Moderate-Spend"
12481.0,10,5596.32,330.0,560.0,"Occasional, Low-Spend"
12483.0,8,2484.98,139.0,311.0,"Occasional, Low-Spend"
12484.0,6,4541.72,365.0,757.0,"Occasional, Moderate-Spend"
12488.0,3,1298.66,176.0,433.0,"Occasional, Low-Spend"
12489.0,1,334.93,105.0,335.0,"Occasional, Low-Spend"
12490.0,10,5417.93,306.0,542.0,"Occasional, Low-Spend"
12491.0,1,460.4,260.0,460.0,"Occasional, Low-Spend"
12492.0,2,263.21,96.0,132.0,"Occasional, Low-Spend"
12493.0,2,433.74,104.0,217.0,"Occasional, Low-Spend"
12494.0,7,1246.1,101.0,178.0,"Occasional, Low-Spend"
12497.0,1,1043.1,1236.0,1043.0,"Occasional, Moderate-Spend"
12498.0,3,403.7,53.0,135.0,"Occasional, Low-Spend"
12500.0,11,4257.82,243.0,387.0,"Occasional, Low-Spend"
12501.0,1,2169.39,1783.0,2169.0,"Infrequent, High-Spend"
12502.0,5,3723.87,164.0,745.0,"Occasional, Low-Spend"
12504.0,2,482.05,45.0,241.0,"Occasional, Low-Spend"
12506.0,1,73.5,23.0,74.0,"Occasional, Low-Spend"
12507.0,3,1304.81,298.0,435.0,"Occasional, Low-Spend"
12508.0,2,398.27,136.0,199.0,"Occasional, Low-Spend"
12509.0,1,176.5,55.0,176.0,"Occasional, Low-Spend"
12510.0,2,982.57,176.0,491.0,"Occasional, Low-Spend"
12512.0,2,138.03,50.0,69.0,"Occasional, Low-Spend"
12513.0,1,612.29,462.0,612.0,"Occasional, Moderate-Spend"
12514.0,1,1017.6800000000001,440.0,1018.0,"Occasional, Moderate-Spend"
12515.0,1,383.7,131.0,384.0,"Occasional, Low-Spend"
12516.0,2,1312.06,438.0,656.0,"Occasional, Moderate-Spend"
12517.0,5,2502.84,274.0,501.0,"Occasional, Low-Spend"
12518.0,5,2056.89,264.0,411.0,"Occasional, Low-Spend"
12519.0,1,340.84,183.0,341.0,"Occasional, Low-Spend"
12520.0,5,2634.2599999999998,288.0,527.0,"Occasional, Low-Spend"
12521.0,1,599.68,309.0,600.0,"Occasional, Low-Spend"
12522.0,2,192.72,97.0,96.0,"Occasional, Low-Spend"
12523.0,11,1789.77,79.0,163.0,"Occasional, Low-Spend"
12524.0,8,4485.72,462.0,561.0,"Occasional, Moderate-Spend"
12526.0,3,1316.66,211.0,439.0,"Occasional, Low-Spend"
12527.0,3,348.71,78.0,116.0,"Occasional, Low-Spend"
12528.0,6,1933.48,126.0,322.0,"Occasional, Low-Spend"
12530.0,4,1662.28,228.0,416.0,"Occasional, Low-Spend"
12531.0,1,125.22,45.0,125.0,"Occasional, Low-Spend"
12532.0,1,349.83,153.0,350.0,"Occasional, Low-Spend"
12534.0,1,1089.18,651.0,1089.0,"Occasional, Moderate-Spend"
12535.0,2,716.35,110.0,358.0,"Occasional, Low-Spend"
12536.0,1,4279.71,2801.0,4280.0,"Infrequent, High-Spend"
12538.0,1,363.95,191.0,364.0,"Occasional, Low-Spend"
12539.0,4,5568.35,517.0,1392.0,"Occasional, Moderate-Spend"
12540.0,17,13400.24,393.0,788.0,"Regular, Low-Spend"
12541.0,3,981.18,227.0,327.0,"Occasional, Low-Spend"
12544.0,1,372.7,136.0,373.0,"Occasional, Low-Spend"
12545.0,2,1000.39,262.0,500.0,"Occasional, Low-Spend"
12546.0,2,1161.5,316.0,581.0,"Occasional, Low-Spend"
12547.0,2,207.8,67.0,104.0,"Occasional, Low-Spend"
12548.0,1,95.19999999999999,49.0,95.0,"Occasional, Low-Spend"
12550.0,1,964.83,569.0,965.0,"Occasional, Moderate-Spend"
12551.0,1,168.0,100.0,168.0,"Occasional, Low-Spend"
12552.0,2,437.82,44.0,219.0,"Occasional, Low-Spend"
12553.0,10,3692.28,196.0,369.0,"Occasional, Low-Spend"
12556.0,2,603.71,179.0,302.0,"Occasional, Low-Spend"
12557.0,5,11990.960000000001,877.0,2398.0,"Occasional, Moderate-Spend"
12558.0,1,269.96,196.0,270.0,"Occasional, Low-Spend"
12559.0,2,561.71,142.0,281.0,"Occasional, Low-Spend"
12560.0,3,2134.0099999999998,370.0,711.0,"Occasional, Moderate-Spend"
12561.0,1,238.85,177.0,239.0,"Occasional, Low-Spend"
12562.0,7,3781.7400000000002,254.0,540.0,"Occasional, Low-Spend"
12564.0,1,456.9,133.0,457.0,"Occasional, Low-Spend"
12565.0,1,145.92,80.0,146.0,"Occasional, Low-Spend"
12566.0,1,351.65,265.0,352.0,"Occasional, Low-Spend"
12567.0,10,9401.28,430.0,940.0,"Occasional, Moderate-Spend"
12569.0,32,4124.69,56.0,129.0,"Regular, Low-Spend"
12571.0,2,519.61,262.0,260.0,"Occasional, Low-Spend"
12572.0,2,1020.42,226.0,510.0,"Occasional, Low-Spend"
12573.0,1,160.54,84.0,161.0,"Occasional, Low-Spend"
12574.0,1,218.45,61.0,218.0,"Occasional, Low-Spend"
12576.0,5,1315.83,193.0,263.0,"Occasional, Low-Spend"
12577.0,3,657.8,157.0,219.0,"Occasional, Low-Spend"
12578.0,2,2794.51,598.0,1397.0,"Occasional, Moderate-Spend"
12579.0,1,440.42,285.0,440.0,"Occasional, Low-Spend"
12580.0,1,415.7,238.0,416.0,"Occasional, Low-Spend"
12581.0,1,197.71,161.0,198.0,"Occasional, Low-Spend"
12582.0,2,511.36,150.0,256.0,"Occasional, Low-Spend"
12583.0,15,7281.38,337.0,485.0,"Regular, Low-Spend"
12584.0,9,2338.15,46.0,260.0,"Occasional, Low-Spend"
12585.0,2,2040.1,640.0,1020.0,"Occasional, Moderate-Spend"
12586.0,1,196.94,79.0,197.0,"Occasional, Low-Spend"
12587.0,1,144.0,51.0,144.0,"Occasional, Low-Spend"
12588.0,1,214.9,53.0,215.0,"Occasional, Low-Spend"
12589.0,2,646.68,153.0,323.0,"Occasional, Low-Spend"
12590.0,2,9864.26,2142.0,4932.0,"Infrequent, High-Spend"
12591.0,1,452.84999999999997,228.0,453.0,"Occasional, Low-Spend"
12592.0,2,437.6,145.0,219.0,"Occasional, Low-Spend"
12593.0,3,418.1,69.0,139.0,"Occasional, Low-Spend"
12594.0,10,3338.22,178.0,334.0,"Occasional, Low-Spend"
12596.0,2,618.27,237.0,309.0,"Occasional, Low-Spend"
12597.0,4,3811.22,559.0,953.0,"Occasional, Moderate-Spend"
12598.0,8,3023.08,246.0,378.0,"Occasional, Low-Spend"
12599.0,7,1032.58,137.0,148.0,"Occasional, Low-Spend"
12600.0,10,2599.04,77.0,260.0,"Occasional, Low-Spend"
12601.0,5,577.06,49.0,115.0,"Occasional, Low-Spend"
12602.0,1,153.12,162.0,153.0,"Occasional, Low-Spend"
12603.0,1,739.2,63.0,739.0,"Occasional, Low-Spend"
12604.0,2,254.17999999999998,100.0,127.0,"Occasional, Low-Spend"
12607.0,1,1579.51,1228.0,1580.0,"Occasional, Moderate-Spend"
12609.0,3,1126.85,216.0,376.0,"Occasional, Low-Spend"
12610.0,5,2099.54,210.0,420.0,"Occasional, Low-Spend"
12611.0,1,1193.32,846.0,1193.0,"Occasional, Moderate-Spend"
12612.0,1,704.04,262.0,704.0,"Occasional, Low-Spend"
12613.0,5,3344.38,329.0,669.0,"Occasional, Low-Spend"
12614.0,1,315.6,76.0,316.0,"Occasional, Low-Spend"
12615.0,4,2291.19,344.0,573.0,"Occasional, Low-Spend"
12616.0,2,713.3,142.0,357.0,"Occasional, Low-Spend"
12617.0,1,355.53000000000003,213.0,356.0,"Occasional, Low-Spend"
12618.0,1,177.31,96.0,177.0,"Occasional, Low-Spend"
12619.0,9,3641.24,375.0,405.0,"Occasional, Low-Spend"
12620.0,3,1339.41,394.0,446.0,"Occasional, Low-Spend"
12621.0,20,13689.67,372.0,684.0,"Regular, Low-Spend"
12622.0,1,180.1,69.0,180.0,"Occasional, Low-Spend"
12623.0,1,305.1,191.0,305.0,"Occasional, Low-Spend"
12624.0,2,641.13,178.0,321.0,"Occasional, Low-Spend"
12625.0,2,2683.82,806.0,1342.0,"Occasional, Moderate-Spend"
12626.0,9,6620.48,384.0,736.0,"Occasional, Moderate-Spend"
12627.0,7,4478.53,393.0,640.0,"Occasional, Moderate-Spend"
12628.0,3,786.46,149.0,262.0,"Occasional, Low-Spend"
12630.0,2,1270.88,274.0,635.0,"Occasional, Low-Spend"
12631.0,1,640.5,236.0,640.0,"Occasional, Low-Spend"
12633.0,4,2163.98,290.0,541.0,"Occasional, Low-Spend"
12635.0,2,1689.18,586.0,845.0,"Occasional, Moderate-Spend"
12637.0,8,6021.9,375.0,753.0,"Occasional, Moderate-Spend"
12638.0,1,671.69,577.0,672.0,"Occasional, Moderate-Spend"
12639.0,1,486.1,201.0,486.0,"Occasional, Low-Spend"
12640.0,3,1174.58,104.0,392.0,"Occasional, Low-Spend"
12641.0,1,185.9,72.0,186.0,"Occasional, Low-Spend"
12642.0,3,1013.26,184.0,338.0,"Occasional, Low-Spend"
12643.0,6,3344.64,301.0,557.0,"Occasional, Low-Spend"
12644.0,1,477.90999999999997,325.0,478.0,"Occasional, Low-Spend"
12645.0,4,1775.18,271.0,444.0,"Occasional, Low-Spend"
12646.0,2,1346.97,448.0,673.0,"Occasional, Moderate-Spend"
12647.0,12,3722.82,119.0,310.0,"Occasional, Low-Spend"
12648.0,1,318.05,160.0,318.0,"Occasional, Low-Spend"
12649.0,3,623.51,195.0,208.0,"Occasional, Low-Spend"
12650.0,1,314.44,254.0,314.0,"Occasional, Low-Spend"
12651.0,1,114.0,78.0,114.0,"Occasional, Low-Spend"
12652.0,1,919.98,505.0,920.0,"Occasional, Moderate-Spend"
12653.0,2,2209.85,460.0,1105.0,"Occasional, Moderate-Spend"
12654.0,5,601.98,53.0,120.0,"Occasional, Low-Spend"
12656.0,5,4051.17,345.0,810.0,"Occasional, Moderate-Spend"
12657.0,4,1643.18,261.0,411.0,"Occasional, Low-Spend"
12658.0,1,686.05,320.0,686.0,"Occasional, Low-Spend"
12659.0,1,91.68,105.0,92.0,"Occasional, Low-Spend"
12660.0,1,245.1,127.0,245.0,"Occasional, Low-Spend"
12662.0,11,3849.7799999999997,187.0,350.0,"Occasional, Low-Spend"
12664.0,9,4881.88,134.0,542.0,"Occasional, Low-Spend"
12665.0,1,63.0,37.0,63.0,"Occasional, Low-Spend"
12667.0,1,620.13,395.0,620.0,"Occasional, Moderate-Spend"
12668.0,4,3807.15,408.0,952.0,"Occasional, Moderate-Spend"
12669.0,2,1607.73,557.0,804.0,"Occasional, Moderate-Spend"
12670.0,5,2996.05,279.0,599.0,"Occasional, Low-Spend"
12672.0,1,225.9,78.0,226.0,"Occasional, Low-Spend"
12673.0,2,610.52,176.0,305.0,"Occasional, Low-Spend"
12674.0,4,1970.6,283.0,493.0,"Occasional, Low-Spend"
12676.0,6,1331.3899999999999,112.0,222.0,"Occasional, Low-Spend"
12678.0,12,17628.46,910.0,1469.0,"Occasional, Moderate-Spend"
12679.0,4,1113.02,138.0,278.0,"Occasional, Low-Spend"
12680.0,4,862.81,111.0,216.0,"Occasional, Low-Spend"
12681.0,22,13787.54,343.0,627.0,"Regular, Low-Spend"
12682.0,31,12288.22,180.0,396.0,"Regular, Low-Spend"
12683.0,15,8476.57,332.0,565.0,"Regular, Low-Spend"
12684.0,7,2283.63,284.0,326.0,"Occasional, Low-Spend"
12685.0,6,2863.08,254.0,477.0,"Occasional, Low-Spend"
12686.0,1,89.14,107.0,89.0,"Occasional, Low-Spend"
12688.0,1,4873.81,3028.0,4874.0,"Infrequent, High-Spend"
12689.0,2,1247.61,314.0,624.0,"Occasional, Low-Spend"
12690.0,1,389.01,106.0,389.0,"Occasional, Low-Spend"
12691.0,6,1035.8,66.0,173.0,"Occasional, Low-Spend"
12693.0,4,855.91,64.0,214.0,"Occasional, Low-Spend"
12694.0,2,869.67,254.0,435.0,"Occasional, Low-Spend"
12695.0,4,582.1,55.0,146.0,"Occasional, Low-Spend"
12697.0,3,957.59,169.0,319.0,"Occasional, Low-Spend"
12700.0,4,4939.99,742.0,1235.0,"Occasional, Moderate-Spend"
12701.0,2,797.71,339.0,399.0,"Occasional, Low-Spend"
12702.0,1,219.0,53.0,219.0,"Occasional, Low-Spend"
12703.0,1,283.55,164.0,284.0,"Occasional, Low-Spend"
12704.0,8,2340.84,126.0,293.0,"Occasional, Low-Spend"
12705.0,9,6868.29,444.0,763.0,"Occasional, Moderate-Spend"
12707.0,1,603.42,256.0,603.0,"Occasional, Low-Spend"
12708.0,10,2712.91,131.0,271.0,"Occasional, Low-Spend"
12709.0,15,9736.52,262.0,649.0,"Regular, Low-Spend"
12710.0,3,1149.02,284.0,383.0,"Occasional, Low-Spend"
12712.0,13,4396.13,82.0,338.0,"Regular, Low-Spend"
12713.0,1,848.55,508.0,849.0,"Occasional, Moderate-Spend"
12714.0,5,4708.86,614.0,942.0,"Occasional, Moderate-Spend"
12715.0,1,353.86,197.0,354.0,"Occasional, Low-Spend"
12716.0,2,1053.49,354.0,527.0,"Occasional, Low-Spend"
12717.0,2,1030.98,253.0,515.0,"Occasional, Low-Spend"
12718.0,1,238.25,203.0,238.0,"Occasional, Low-Spend"
12719.0,2,644.95,187.0,322.0,"Occasional, Low-Spend"
12720.0,25,5781.73,187.0,231.0,"Regular, Low-Spend"
12721.0,6,2656.13,326.0,443.0,"Occasional, Low-Spend"
12722.0,4,997.63,142.0,249.0,"Occasional, Low-Spend"
12723.0,5,725.07,87.0,145.0,"Occasional, Low-Spend"
12724.0,4,1031.41,111.0,258.0,"Occasional, Low-Spend"
12725.0,1,427.8,164.0,428.0,"Occasional, Low-Spend"
12726.0,7,2609.1,449.0,373.0,"Occasional, Low-Spend"
12727.0,7,3980.7,300.0,569.0,"Occasional, Low-Spend"
12728.0,4,836.33,105.0,209.0,"Occasional, Low-Spend"
12729.0,1,453.01,233.0,453.0,"Occasional, Low-Spend"
12731.0,12,18895.91,703.0,1575.0,"Occasional, Moderate-Spend"
12732.0,1,236.26,111.0,236.0,"Occasional, Low-Spend"
12733.0,1,383.95,137.0,384.0,"Occasional, Low-Spend"
12734.0,1,110.39999999999999,88.0,110.0,"Occasional, Low-Spend"
12735.0,2,779.5699999999999,184.0,390.0,"Occasional, Low-Spend"
12736.0,1,234.0,173.0,234.0,"Occasional, Low-Spend"
12738.0,1,155.35,148.0,155.0,"Occasional, Low-Spend"
12739.0,2,1013.04,243.0,507.0,"Occasional, Low-Spend"
12740.0,1,427.6,342.0,428.0,"Occasional, Low-Spend"
12743.0,2,546.43,160.0,273.0,"Occasional, Low-Spend"
12744.0,5,9522.29,1047.0,1904.0,"Occasional, Moderate-Spend"
12747.0,11,4196.01,116.0,381.0,"Occasional, Low-Spend"
12748.0,208,32869.23,124.0,158.0,"Frequent, Moderate-Spend"
12749.0,5,4090.88,294.0,818.0,"Occasional, Moderate-Spend"
12750.0,1,275.88,137.0,276.0,"Occasional, Low-Spend"
12752.0,1,4366.78,2262.0,4367.0,"Infrequent, High-Spend"
12753.0,6,21429.39,1904.0,3572.0,"Infrequent, High-Spend"
12754.0,3,3010.7400000000002,2160.0,1004.0,"Occasional, Moderate-Spend"
12755.0,2,3811.9500000000003,746.0,1906.0,"Occasional, Moderate-Spend"
12756.0,1,112.08,144.0,112.0,"Occasional, Low-Spend"
12757.0,11,5373.14,218.0,488.0,"Regular, Low-Spend"
12758.0,2,2791.59,1068.0,1396.0,"Occasional, Moderate-Spend"
12759.0,3,1531.44,301.0,510.0,"Occasional, Low-Spend"
12762.0,2,1898.52,614.0,949.0,"Occasional, Moderate-Spend"
12763.0,2,494.08,158.0,247.0,"Occasional, Low-Spend"
12764.0,1,1693.88,386.0,1694.0,"Occasional, Moderate-Spend"
12766.0,7,6989.63,521.0,999.0,"Occasional, Moderate-Spend"
12769.0,1,1143.6,356.0,1144.0,"Occasional, Moderate-Spend"
12770.0,1,1351.45,743.0,1351.0,"Occasional, Moderate-Spend"
12772.0,1,892.47,556.0,892.0,"Occasional, Moderate-Spend"
12775.0,5,1386.04,175.0,277.0,"Occasional, Low-Spend"
12778.0,6,822.23,138.0,137.0,"Occasional, Low-Spend"
12779.0,8,3981.36,253.0,498.0,"Occasional, Low-Spend"
12781.0,2,826.74,336.0,413.0,"Occasional, Low-Spend"
12782.0,5,2330.92,217.0,466.0,"Occasional, Low-Spend"
12783.0,6,2225.91,104.0,371.0,"Occasional, Low-Spend"
12784.0,2,574.42,150.0,287.0,"Occasional, Low-Spend"
12785.0,1,311.95,131.0,312.0,"Occasional, Low-Spend"
12787.0,3,463.65999999999997,87.0,155.0,"Occasional, Low-Spend"
12789.0,1,91.85,4.0,92.0,"Occasional, Low-Spend"
12790.0,1,324.91999999999996,166.0,325.0,"Occasional, Low-Spend"
12791.0,1,192.6,97.0,193.0,"Occasional, Low-Spend"
12792.0,1,400.53999999999996,217.0,401.0,"Occasional, Low-Spend"
12793.0,2,545.48,148.0,273.0,"Occasional, Low-Spend"
12794.0,2,860.41,296.0,430.0,"Occasional, Low-Spend"
12795.0,1,430.48,68.0,430.0,"Occasional, Low-Spend"
12797.0,1,254.03,118.0,254.0,"Occasional, Low-Spend"
12798.0,2,3325.44,1608.0,1663.0,"Occasional, Moderate-Spend"
12802.0,1,427.58,314.0,428.0,"Occasional, Low-Spend"
12808.0,3,483.65000000000003,63.0,161.0,"Occasional, Low-Spend"
12809.0,1,489.31,220.0,489.0,"Occasional, Low-Spend"
12811.0,3,514.85,77.0,172.0,"Occasional, Low-Spend"
12812.0,1,229.64,164.0,230.0,"Occasional, Low-Spend"
12814.0,1,125.92,49.0,126.0,"Occasional, Low-Spend"
12815.0,2,1063.46,190.0,532.0,"Occasional, Low-Spend"
12816.0,2,572.2,64.0,286.0,"Occasional, Low-Spend"
12817.0,1,166.04,53.0,166.0,"Occasional, Low-Spend"
12818.0,1,1542.08,929.0,1542.0,"Occasional, Moderate-Spend"
12820.0,4,942.34,180.0,236.0,"Occasional, Low-Spend"
12821.0,1,92.72,70.0,93.0,"Occasional, Low-Spend"
12822.0,2,948.88,275.0,474.0,"Occasional, Low-Spend"
12823.0,5,1759.5,46.0,352.0,"Occasional, Low-Spend"
12824.0,1,397.12,232.0,397.0,"Occasional, Low-Spend"
12826.0,7,1474.72,151.0,211.0,"Occasional, Low-Spend"
12827.0,3,430.15,66.0,143.0,"Occasional, Low-Spend"
12828.0,6,1018.7099999999999,82.0,170.0,"Occasional, Low-Spend"
12829.0,2,293.0,188.0,146.0,"Occasional, Low-Spend"
12830.0,6,6814.64,1641.0,1136.0,"Occasional, Moderate-Spend"
12831.0,1,215.05,135.0,215.0,"Occasional, Low-Spend"
12832.0,2,383.03000000000003,98.0,192.0,"Occasional, Low-Spend"
12833.0,1,417.38,156.0,417.0,"Occasional, Low-Spend"
12834.0,1,312.38,110.0,312.0,"Occasional, Low-Spend"
12836.0,4,2612.86,266.0,653.0,"Occasional, Low-Spend"
12837.0,1,134.1,24.0,134.0,"Occasional, Low-Spend"
12838.0,2,683.13,180.0,342.0,"Occasional, Low-Spend"
12839.0,14,5591.42,272.0,399.0,"Regular, Low-Spend"
12840.0,4,2726.77,378.0,682.0,"Occasional, Moderate-Spend"
12841.0,25,4022.35,110.0,161.0,"Regular, Low-Spend"
12842.0,2,1118.99,274.0,559.0,"Occasional, Low-Spend"
12843.0,8,1702.26,98.0,213.0,"Occasional, Low-Spend"
12844.0,2,325.96,62.0,163.0,"Occasional, Low-Spend"
12845.0,4,354.09000000000003,51.0,89.0,"Occasional, Low-Spend"
12847.0,1,871.54,909.0,872.0,"Occasional, Moderate-Spend"
12849.0,2,1050.89,312.0,525.0,"Occasional, Low-Spend"
12851.0,1,135.18,109.0,135.0,"Occasional, Low-Spend"
12852.0,1,311.55,149.0,312.0,"Occasional, Low-Spend"
12853.0,6,1957.1,133.0,326.0,"Occasional, Low-Spend"
12854.0,3,1324.5,209.0,442.0,"Occasional, Low-Spend"
12855.0,1,38.099999999999994,30.0,38.0,"Occasional, Low-Spend"
12856.0,6,2179.93,180.0,363.0,"Occasional, Low-Spend"
12857.0,2,1106.4,172.0,553.0,"Occasional, Low-Spend"
12863.0,1,521.2,188.0,521.0,"Occasional, Low-Spend"
